InvoiceDate,TotalPrice,lag_1,lag_7,lag_14,rolling_7,rolling_14,rolling_30,day_of_week,week_of_year
2009-12-01 07:45:00,505.3,,,,,,,1,49
2009-12-01 07:46:00,145.79999999999998,505.3,,,,,,1,49
2009-12-01 09:06:00,630.33,145.79999999999998,,,,,,1,49
2009-12-01 09:08:00,310.75,630.33,,,,,,1,49
2009-12-01 09:24:00,2286.24,310.75,,,,,,1,49
2009-12-01 09:28:00,426.3,2286.24,,,,,,1,49
2009-12-01 09:43:00,50.4,426.3,,,622.16,,,1,49
2009-12-01 09:44:00,344.34000000000003,50.4,505.3,,599.1657142857142,,,1,49
2009-12-01 09:46:00,382.37,344.34000000000003,145.79999999999998,,632.9614285714287,,,1,49
2009-12-01 09:50:00,285.06,382.37,630.33,,583.6371428571429,,,1,49
2009-12-01 09:55:00,141.0,285.06,310.75,,559.3871428571429,,,1,49
2009-12-01 09:57:00,308.44,141.0,2286.24,,276.8442857142858,,,1,49
2009-12-01 10:06:00,996.1,308.44,426.3,,358.2442857142858,,,1,49
2009-12-01 10:10:00,130.0,996.1,50.4,,369.6157142857143,495.8878571428572,,1,49
2009-12-01 10:18:00,570.24,130.0,344.34000000000003,505.3,401.88714285714286,500.52642857142854,,1,49
2009-12-01 10:36:00,196.10000000000002,570.24,382.37,145.79999999999998,375.2771428571429,504.1192857142857,,1,49
2009-12-01 10:46:00,485.79,196.10000000000002,285.06,630.33,403.9528571428572,493.795,,1,49
2009-12-01 10:49:00,737.63,485.79,141.0,310.75,489.1857142857143,524.2864285714286,,1,49
2009-12-01 10:52:00,1197.8000000000002,737.63,308.44,2286.24,616.237142857143,446.5407142857143,,1,49
2009-12-01 10:59:00,251.1,1197.8000000000002,996.1,426.3,509.80857142857155,434.02642857142854,,1,49
2009-12-01 11:17:00,255.5,251.1,130.0,50.4,527.737142857143,448.6764285714286,,1,49
2009-12-01 11:21:00,823.02,255.5,570.24,344.34000000000003,563.8485714285715,482.8678571428572,,1,49
2009-12-01 11:34:00,282.46000000000004,823.02,196.10000000000002,382.37,576.1857142857144,475.73142857142864,,1,49
2009-12-01 11:37:00,696.73,282.46000000000004,485.79,285.06,606.32,505.13642857142855,,1,49
2009-12-01 11:41:00,733.63,696.73,737.63,141.0,605.7485714285715,547.4671428571429,,1,49
2009-12-01 11:45:00,700.31,733.63,1197.8000000000002,308.44,534.6785714285714,575.4578571428572,,1,49
2009-12-01 11:46:00,1160.0,700.31,251.1,996.1,664.5214285714286,587.165,,1,49
2009-12-01 11:50:00,929.92,1160.0,255.5,130.0,760.867142857143,644.3021428571428,,1,49
2009-12-01 11:51:00,229.46,929.92,823.02,570.24,676.0728571428573,619.9607142857143,,1,49
2009-12-01 11:57:00,145.0,229.46,282.46000000000004,196.10000000000002,656.4357142857144,616.3107142857143,544.5706666666667,1,49
2009-12-01 11:58:00,304.53000000000003,145.0,696.73,485.79,600.407142857143,603.3635714285714,537.8783333333333,1,49
2009-12-01 12:02:00,192.75,304.53000000000003,733.63,737.63,523.1385714285715,564.4435714285715,539.4433333333333,1,49
2009-12-01 12:13:00,367.40999999999997,192.75,700.31,1197.8000000000002,475.58142857142866,505.13,530.6793333333333,1,49
2009-12-01 12:14:00,633.33,367.40999999999997,1160.0,251.1,400.3428571428572,532.4321428571428,541.432,1,49
2009-12-01 12:18:00,3425.1,633.33,929.92,255.5,756.7971428571428,758.8321428571428,579.394,1,49
2009-12-01 12:19:00,387.6,3425.1,229.46,823.02,779.3885714285715,727.7307142857143,578.104,1,49
2009-12-01 12:20:00,281.82,387.6,145.0,282.46000000000004,798.9342857142857,727.6850000000001,585.818,1,49
2009-12-01 12:22:00,124.95,281.82,304.53000000000003,696.73,773.2800000000001,686.8435714285714,578.5049999999999,1,49
2009-12-01 12:30:00,1225.95,124.95,192.75,733.63,920.8800000000001,722.0092857142857,606.6243333333333,1,49
2009-12-01 12:33:00,482.3,1225.95,367.40999999999997,700.31,937.2928571428572,706.4371428571429,613.199,1,49
2009-12-01 12:36:00,278.61,482.3,633.33,1160.0,886.6185714285714,643.4807142857144,617.786,1,49
2009-12-01 12:47:00,379.65,278.61,3425.1,929.92,451.5542857142858,604.1757142857143,620.1596666666667,1,49
2009-12-01 12:52:00,603.94,379.65,387.6,229.46,482.4600000000001,630.9242857142856,607.0876666666667,1,49
2009-12-01 12:54:00,291.58000000000004,603.94,281.82,145.0,483.85428571428577,641.3942857142857,612.4736666666668,1,49
2009-12-01 12:55:00,128.60000000000002,291.58000000000004,124.95,304.53000000000003,484.3757142857144,628.8278571428572,597.7523333333334,1,49
2009-12-01 12:56:00,859.0999999999999,128.60000000000002,1225.95,192.75,431.9685714285715,676.4242857142857,619.8523333333335,1,49
2009-12-01 12:57:00,246.86,859.0999999999999,482.3,367.40999999999997,398.3342857142857,667.8135714285715,611.888,1,49
2009-12-01 13:07:00,229.6,246.86,278.61,633.33,391.3328571428572,638.9757142857144,594.9536666666667,1,49
2009-12-01 13:13:00,322.9,229.6,379.65,3425.1,383.22571428571433,417.39000000000004,565.7903333333333,1,49
2009-12-01 13:16:00,218.54999999999998,322.9,603.94,387.6,328.1700000000001,405.315,564.7053333333333,1,49
2009-12-01 13:19:00,307.8,218.54999999999998,291.58000000000004,281.82,330.48714285714294,407.1707142857143,566.4486666666667,1,49
2009-12-01 13:20:00,282.28,307.8,128.60000000000002,124.95,352.4414285714286,418.4085714285714,548.4240000000001,1,49
2009-12-01 13:29:00,1244.22,282.28,859.0999999999999,1225.95,407.4585714285715,419.7135714285714,580.4826666666667,1,49
2009-12-01 13:31:00,551.33,1244.22,246.86,482.3,450.95428571428573,424.6442857142857,575.6360000000001,1,49
2009-12-01 13:37:00,367.28000000000003,551.33,229.6,278.61,470.62285714285724,430.9778571428572,563.4243333333333,1,49
2009-12-01 13:38:00,319.66,367.28000000000003,322.9,379.65,470.16,426.6928571428571,550.7360000000001,1,49
2009-12-01 13:41:00,219.82,319.66,218.54999999999998,603.94,470.3414285714287,399.2557142857143,519.3966666666668,1,49
2009-12-01 13:43:00,261.0,219.82,307.8,291.58000000000004,463.6557142857144,397.07142857142856,497.0993333333334,1,49
2009-12-01 13:47:00,418.78000000000003,261.0,282.28,128.60000000000002,483.1557142857143,417.79857142857145,503.40999999999997,1,49
2009-12-01 13:48:00,21.95,418.78000000000003,1244.22,859.0999999999999,308.5457142857144,358.0021428571429,499.30833333333334,1,49
2009-12-01 13:49:00,105.85,21.95,551.33,246.86,244.90571428571437,347.92999999999995,492.6856666666667,1,49
2009-12-01 13:50:00,263.42,105.85,367.28000000000003,229.6,230.0685714285715,350.3457142857143,495.0413333333334,1,49
2009-12-01 14:14:00,362.78000000000003,263.42,319.66,322.9,236.2285714285715,353.19428571428574,494.887,1,49
2009-12-01 14:19:00,746.2,362.78000000000003,219.82,218.54999999999998,311.4257142857144,390.8835714285715,498.6493333333334,1,49
2009-12-01 14:35:00,822.37,746.2,261.0,307.8,391.6214285714286,427.6385714285715,411.89166666666665,1,49
2009-12-01 14:40:00,2454.68,822.37,418.78000000000003,282.28,682.4642857142857,582.8100000000001,480.7943333333333,1,49
2009-12-01 14:48:00,2.1,2454.68,21.95,1244.22,679.6285714285715,494.08714285714285,471.4703333333334,1,49
2009-12-01 14:53:00,2.95,2.1,105.85,551.33,664.9285714285714,454.9171428571429,467.4036666666667,1,49
2009-12-01 14:56:00,12.75,2.95,263.42,367.28000000000003,629.1185714285714,429.5935714285714,426.96366666666665,1,49
2009-12-01 14:59:00,198.0,12.75,362.78000000000003,319.66,605.5785714285714,420.9035714285714,417.487,1,49
2009-12-01 15:19:00,17.4,198.0,746.2,219.82,501.4642857142857,406.44500000000005,408.78,1,49
2009-12-01 15:26:00,352.85,17.4,822.37,261.0,434.39000000000004,413.0057142857143,407.88666666666666,1,49
2009-12-01 15:36:00,535.9,352.85,2454.68,418.78000000000003,160.2785714285715,421.37142857142857,405.6186666666666,1,49
2009-12-01 16:05:00,31.200000000000003,535.9,2.1,21.95,164.43571428571437,422.03214285714284,396.9393333333333,1,49
2009-12-01 16:17:00,329.90999999999997,31.200000000000003,2.95,105.85,211.1442857142858,438.0364285714286,403.64966666666675,1,49
2009-12-01 16:18:00,622.1,329.90999999999997,12.75,263.42,298.1942857142858,463.6564285714286,395.74966666666666,1,49
2009-12-01 16:30:00,896.5400000000001,622.1,198.0,362.78000000000003,397.9857142857144,501.78214285714284,417.40566666666666,1,49
2009-12-01 16:34:00,261.74,896.5400000000001,17.4,746.2,432.89142857142866,467.17785714285714,418.477,1,49
2009-12-01 16:44:00,173.1,261.74,352.85,822.37,407.2128571428572,420.8014285714286,413.4836666666667,1,49
2009-12-01 17:08:00,294.14,173.1,535.9,2454.68,372.6757142857144,266.4771428571429,416.00333333333333,1,49
2009-12-01 17:19:00,222.12,294.14,31.200000000000003,2.1,399.9500000000001,282.1928571428572,413.14733333333334,1,49
2009-12-01 17:28:00,1292.5,222.12,329.90999999999997,2.95,537.4628571428573,374.30357142857144,446.82133333333337,1,49
2009-12-01 17:31:00,828.09,1292.5,622.1,12.75,566.8900000000001,432.5421428571429,432.95033333333333,1,49
2009-12-01 17:45:00,23.48,828.09,896.5400000000001,198.0,442.16714285714295,420.07642857142855,415.3553333333333,1,49
2009-12-01 17:50:00,73.75,23.48,261.74,17.4,415.3114285714286,424.1014285714286,405.571,1,49
2009-12-01 18:03:00,374.43,73.75,173.1,352.85,444.07285714285723,425.64285714285717,407.3966666666667,1,49
2009-12-01 18:07:00,252.3,374.43,294.14,535.9,438.09571428571434,405.3857142857143,408.47933333333333,1,49
2009-12-01 18:13:00,263.09000000000003,252.3,222.12,31.200000000000003,443.9485714285715,421.9492857142858,408.549,1,49
2009-12-01 18:35:00,538.46,263.09000000000003,1292.5,329.90999999999997,336.22857142857146,436.8457142857143,412.53833333333336,1,49
2009-12-01 19:19:00,378.12,538.46,828.09,622.1,271.9471428571429,419.41857142857145,424.41066666666666,1,49
2009-12-02 08:15:00,397.20000000000005,378.12,23.48,896.5400000000001,325.3357142857144,383.7514285714286,434.12233333333336,2,49
2009-12-02 08:16:00,114.60000000000001,397.20000000000005,73.75,261.74,331.1714285714287,373.24142857142857,429.1616666666667,2,49
2009-12-02 08:58:00,740.3,114.60000000000001,374.43,173.1,383.4385714285715,413.7557142857143,441.7456666666667,2,49
2009-12-02 09:21:00,772.65,740.3,252.3,294.14,457.7742857142858,447.935,442.6273333333333,2,49
2009-12-02 09:23:00,61.099999999999994,772.65,263.09000000000003,222.12,428.9185714285715,436.4335714285714,417.2516666666667,2,49
2009-12-02 09:35:00,261.3,61.099999999999994,538.46,1292.5,389.3242857142858,362.77642857142854,344.139,2,49
2009-12-02 09:47:00,4939.22,261.3,378.12,828.09,1040.91,656.4285714285714,508.7096666666667,2,49
2009-12-02 09:49:00,1210.8,4939.22,397.20000000000005,23.48,1157.1385714285716,741.2371428571429,548.9713333333333,2,49
2009-12-02 09:50:00,192.0,1210.8,114.60000000000001,73.75,1168.1957142857143,749.6835714285714,554.9463333333333,2,49
2009-12-02 09:57:00,189.29999999999998,192.0,740.3,374.43,1089.4814285714288,736.46,554.6563333333332,2,49
2009-12-02 10:00:00,795.98,189.29999999999998,772.65,252.3,1092.814285714286,775.2942857142858,580.6090000000002,2,49
2009-12-02 10:02:00,134.59,795.98,61.099999999999994,263.09000000000003,1103.3128571428574,766.1157142857144,573.3336666666667,2,49
2009-12-02 10:08:00,125.73,134.59,261.3,538.46,1083.9457142857143,736.635,559.6613333333335,2,49
2009-12-02 10:09:00,1317.97,125.73,4939.22,378.12,566.6242857142859,803.767142857143,602.5536666666667,2,49
2009-12-02 10:15:00,266.6,1317.97,1210.8,397.20000000000005,431.7385714285715,794.4385714285714,600.4433333333334,2,49
2009-12-02 10:41:00,221.53,266.6,192.0,114.60000000000001,435.957142857143,802.0764285714286,587.091,2,49
2009-12-02 10:42:00,299.70000000000005,221.53,189.29999999999998,740.3,451.72857142857157,770.6050000000001,567.1963333333334,2,49
2009-12-02 10:48:00,306.95,299.70000000000005,795.98,772.65,381.867142857143,737.3407142857143,568.7033333333334,2,49
2009-12-02 10:51:00,401.7,306.95,134.59,61.099999999999994,420.0257142857144,761.6692857142858,576.3233333333334,2,49
2009-12-02 10:52:00,3125.64,401.7,125.73,261.3,848.5842857142858,966.265,670.7066666666666,2,49
2009-12-02 10:58:00,2052.12,3125.64,1317.97,4939.22,953.4628571428574,760.0435714285715,731.7066666666667,2,49
2009-12-02 11:07:00,966.0,2052.12,266.6,1210.8,1053.377142857143,742.5578571428572,720.8233333333334,2,49
2009-12-02 11:09:00,900.0,966.0,221.53,192.0,1150.3014285714287,793.1292857142859,723.2203333333333,2,49
2009-12-02 11:18:00,180.45,900.0,299.70000000000005,189.29999999999998,1133.2657142857145,792.4971428571428,728.4526666666667,2,49
2009-12-02 11:20:00,168.0,180.45,306.95,795.98,1113.4157142857143,747.6414285714285,731.5943333333333,2,49
2009-12-02 11:24:00,538.77,168.0,401.7,134.59,1132.997142857143,776.5114285714286,737.0723333333333,2,49
